z,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR,D_L,D_L MAX,D_L MIN,SD,cz
0.1849,0.8439,39.613,0.1349,836.7582,890.3747,786.3705,52.0021,55431.5408
0.1851,0.8438,39.7435,0.1593,888.5871,956.2358,825.7242,65.2558,55491.4992
0.1852,0.8438,39.6347,0.1604,845.1621,909.9724,784.9677,62.5023,55521.4784
0.1852,0.8437,39.5427,0.1722,810.1026,876.956,748.3456,64.3052,55521.4784
0.1853,0.8437,39.7882,0.1394,907.0683,967.1896,850.6843,58.2526,55551.4576
0.1867,0.8427,39.7559,0.1445,893.6758,955.172,836.1388,59.5166,55971.1664
0.1873,0.8423,39.7694,0.1367,899.2491,957.6835,844.3801,56.6517,56151.0416
0.1881,0.8417,39.7451,0.1915,889.2421,971.2106,814.1916,78.5095,56390.8752
0.1891,0.841,39.4384,0.1496,772.1115,827.1689,720.7187,53.2251,56690.6672
0.1891,0.841,39.8089,0.2563,915.7565,1030.4663,813.816,108.3252,56690.6672
0.1893,0.8408,39.9359,0.229,970.9123,1078.8737,873.7544,102.5596,56750.6256
0.1893,0.8408,40.1408,0.2005,1066.9891,1170.2121,972.8713,98.6704,56750.6256
0.1895,0.8407,39.7413,0.2092,887.6873,977.4609,806.1588,85.6511,56810.584
0.1895,0.8407,39.7624,0.2386,896.3549,1000.4818,803.0652,98.7083,56810.584
0.19,0.8404,39.7286,0.2247,882.5107,978.7347,795.747,91.4939,56960.48
0.1903,0.8402,39.8807,0.158,946.5422,1017.9771,880.1202,68.9284,57050.4176
0.1904,0.84,39.6892,0.295,866.6425,992.7374,756.5639,118.0868,57080.3968
0.1904,0.84,39.9182,0.1548,963.0304,1034.2087,896.7509,68.7289,57080.3968
0.1941,0.8374,39.7983,0.2189,911.2971,1007.9324,823.9267,92.0028,58189.6272
0.1943,0.8373,39.8787,0.222,945.6708,1047.4671,853.7675,96.8498,58249.5856
0.1955,0.8365,40.1343,0.404,1063.8,1281.3005,883.2202,199.0401,58609.336
0.1955,0.8364,39.7111,0.1566,875.4271,940.8999,814.5103,63.1948,58609.336
0.1956,0.8364,39.9082,0.1959,958.6057,1049.1239,875.8973,86.6133,58639.3152
0.1957,0.8363,39.958,0.2123,980.8441,1081.5958,889.4776,96.0591,58669.2944
0.1962,0.836,39.7288,0.1248,882.592,934.808,833.2927,50.7576,58819.1904
0.1962,0.836,39.7747,0.158,901.4466,969.4656,838.1999,65.6329,58819.1904
0.1963,0.8359,39.8397,0.2547,928.8381,1044.408,826.0566,109.1757,58849.1696
0.1964,0.8359,39.8927,0.2934,951.7875,1089.4919,831.488,129.0019,58879.1488
0.1973,0.8352,39.8018,0.1416,912.7671,974.2625,855.1533,59.5546,59148.9616
0.1974,0.8351,39.6932,0.1309,868.2404,922.1777,817.4579,52.3599,59178.9408
0.1978,0.8348,39.492,0.1892,791.4072,863.444,725.3804,69.0318,59298.8576
0.1982,0.8346,39.7561,0.1825,893.7581,972.14,821.6961,75.222,59418.7744
0.1983,0.8345,39.8879,0.1744,949.6859,1029.11,876.3916,76.3592,59448.7536
0.1986,0.8343,40.3246,0.2386,1161.2347,1296.1027,1040.4006,127.851,59538.6912
0.1988,0.8342,39.8881,0.2115,949.7734,1046.9294,861.6335,92.6479,59598.6496
0.1988,0.8342,39.889,0.1745,950.1671,1029.6755,876.7981,76.4387,59598.6496
0.1991,0.834,40.0216,0.2176,1009.9968,1116.4714,913.6764,101.3975,59688.5872
0.1995,0.8337,39.8511,0.2542,933.7272,1049.7005,830.5669,109.5668,59808.504
0.1996,0.8336,39.6764,0.2462,861.549,964.9633,769.2176,97.8729,59838.4832
0.1997,0.8335,39.8965,0.1716,953.4546,1031.8344,881.0286,75.4029,59868.4624
0.2008,0.8328,39.6837,0.195,864.4502,945.6604,790.2141,77.7231,60198.2336
0.2008,0.8328,39.9838,0.253,992.5674,1115.196,883.4232,115.8864,60198.2336
0.2009,0.8327,39.7672,0.3161,898.3385,1039.1193,776.6308,131.2442,60228.2128
0.2013,0.8324,39.8575,0.217,936.4832,1034.8814,847.4409,93.7203,60348.1296
0.2023,0.8317,39.6184,0.1981,838.8417,918.9773,765.6939,76.6417,60647.9216
0.2025,0.8316,39.9949,0.1597,997.6541,1073.7931,926.9139,73.4396,60707.88
0.2028,0.8314,39.8373,0.185,927.812,1010.3062,852.0538,79.1262,60797.8176
0.2032,0.8311,39.9658,0.1466,984.3737,1053.1378,920.0995,66.5191,60917.7344
0.2033,0.8311,39.8822,0.1668,947.1963,1022.8431,877.1442,72.8494,60947.7136
0.2033,0.831,39.9277,0.1738,967.2528,1047.8516,892.8535,77.4991,60947.7136
0.2033,0.831,39.9335,0.2161,969.8398,1071.3353,877.9597,96.6878,60947.7136
0.2038,0.8307,39.9041,0.1715,956.7974,1035.4192,884.1456,75.6368,61097.6096
0.2047,0.8301,39.8809,0.16,946.6294,1019.0193,879.3821,69.8186,61367.4224
0.2048,0.83,39.8427,0.2023,930.1222,1020.9498,847.3749,86.7875,61397.4016
0.2052,0.8297,40.1661,0.2277,1079.4934,1198.8443,972.0245,113.4099,61517.3184
0.2056,0.8294,39.8126,0.1749,917.3182,994.2802,846.3134,73.9834,61637.2352
0.2069,0.8286,39.9225,0.2798,964.9393,1097.6559,848.2694,124.6932,62026.9648
0.2075,0.8282,40.316,0.3337,1156.6448,1348.7554,991.8975,178.429,62206.84
0.2075,0.8282,40.0725,0.149,1033.9511,1107.3742,965.3962,70.989,62206.84
0.2084,0.8275,39.7299,0.2722,883.0392,1000.9593,779.011,110.9741,62476.6528
0.2086,0.8274,39.8758,0.1468,944.4087,1010.4518,882.6823,63.8848,62536.6112
0.2087,0.8273,40.1034,0.2395,1048.7694,1171.0666,939.2439,115.9113,62566.5904
0.2087,0.8273,39.8639,0.1977,939.2474,1028.7722,857.5132,85.6295,62566.5904
0.2088,0.8273,39.8798,0.1597,946.15,1018.3334,879.0832,69.6251,62596.5696
0.2095,0.8268,39.8413,0.2621,929.5227,1048.7877,823.8201,112.4838,62806.424
0.2102,0.8263,40.1479,0.1489,1070.4836,1146.4507,999.5502,73.4503,63016.2784
0.2104,0.8262,39.4543,0.186,777.7858,847.357,713.9267,66.7151,63076.2368
0.2108,0.8259,39.9632,0.223,983.1958,1089.5406,887.2308,101.1549,63196.1536
0.211,0.8258,39.806,0.1557,914.5343,982.525,851.2486,65.6382,63256.112
0.2111,0.8257,39.9552,0.1633,979.5802,1056.0702,908.6303,73.72,63286.0912
0.2113,0.8255,40.1415,0.2661,1067.3332,1206.4902,944.2265,131.1318,63346.0496
0.2117,0.8253,39.9676,0.2305,985.19,1095.5182,885.9728,104.7727,63465.9664
0.212,0.8251,39.9136,0.1945,960.9925,1051.0409,878.6591,86.1909,63555.904
0.2123,0.8249,39.9374,0.2437,971.5832,1086.9891,868.43,109.2796,63645.8416
0.2135,0.8241,40.0218,0.1653,1010.0898,1089.9737,936.0607,76.9565,64005.592
0.2137,0.824,40.0084,0.1903,1003.8758,1095.8371,919.6318,88.1026,64065.5504
0.214,0.8237,39.8874,0.1975,949.4673,1039.8665,866.9267,86.4699,64155.488
0.2144,0.8235,40.0179,0.2989,1008.2773,1157.0731,878.6162,139.2285,64275.4048
0.2151,0.823,39.8825,0.4779,947.3272,1180.531,760.1908,210.1701,64485.2592
0.2152,0.8229,40.4641,0.2294,1238.2833,1376.2775,1114.1252,131.0761,64515.2384
0.2158,0.8225,40.2253,0.2587,1109.3281,1249.6926,984.7292,132.4817,64695.1136
0.2165,0.822,39.8253,0.1415,922.6989,984.843,864.4761,60.1834,64904.968
0.2169,0.8218,40.0672,0.1904,1031.4306,1125.944,944.8507,90.5466,65024.8848
0.2169,0.8217,40.0932,0.1853,1043.8546,1136.8422,958.4728,89.1847,65024.8848
0.2174,0.8214,40.1395,0.2696,1066.3506,1207.3195,941.8415,132.739,65174.7808
0.2179,0.8211,39.9942,0.1748,997.3326,1080.9545,920.1796,80.3874,65324.6768
0.2185,0.8207,40.2216,0.2044,1107.4395,1216.7557,1007.9445,104.4056,65504.552
0.2188,0.8205,40.1416,0.2476,1067.3823,1196.2975,952.3592,121.9691,65594.4896
0.219,0.8204,40.1925,0.2407,1092.6976,1220.8036,978.0346,121.3845,65654.448
0.219,0.8204,40.1292,0.2188,1061.3045,1173.8278,959.5677,107.1301,65654.448
0.219,0.8204,40.0296,0.1308,1013.7246,1076.671,954.4584,61.1063,65654.448
0.2194,0.8201,40.0048,0.209,1002.2129,1103.4493,910.2645,96.5924,65774.3648
0.2195,0.82,40.1098,0.16,1051.865,1132.3122,977.1333,77.5895,65804.344
0.2197,0.8199,40.0616,0.1243,1028.774,1089.391,971.53,58.9305,65864.3024
0.2198,0.8198,40.0882,0.1734,1041.4538,1128.0158,961.5343,83.2408,65894.2816
0.2199,0.8197,40.2387,0.2202,1116.1948,1235.3187,1008.5583,113.3802,65924.2608
0.2202,0.8196,39.9228,0.2429,965.0726,1079.3175,862.9205,108.1985,66014.1984
0.2207,0.8192,40.1876,0.2253,1090.2347,1209.4135,982.8001,113.3067,66164.0944
0.2208,0.8191,40.0798,0.2668,1037.4329,1173.0707,917.4783,127.7962,66194.0736
0.2213,0.8188,40.0441,0.1433,1020.5164,1090.1112,955.3647,67.3732,66343.9696
0.2213,0.8188,40.0588,0.2048,1027.4484,1129.0449,934.9939,97.0255,66343.9696
0.2215,0.8187,40.1937,0.1662,1093.3016,1180.2456,1012.7625,83.7416,66403.928
0.223,0.8177,40.3257,0.2812,1161.8231,1322.4699,1020.6908,150.8896,66853.616
0.2235,0.8173,40.1511,0.1673,1072.0622,1157.9121,992.5774,82.6673,67003.512
0.2239,0.8171,40.0162,0.1728,1007.4883,1090.9469,930.4144,80.2663,67123.4288
0.2245,0.8167,40.1293,0.1972,1061.3534,1162.2565,969.2103,96.5231,67303.304
0.2245,0.8167,39.9449,0.2458,974.9447,1091.7797,870.6127,110.5835,67303.304
0.2249,0.8164,40.1126,0.1606,1053.2222,1134.0787,978.1305,77.9741,67423.2208
0.2254,0.816,40.1491,0.174,1071.0753,1160.4515,988.5827,85.9344,67573.1168
0.2254,0.816,40.1329,0.1889,1063.1144,1159.7506,974.5304,92.6101,67573.1168
0.2255,0.816,40.1856,0.1974,1089.231,1192.9131,994.5605,99.1763,67603.096
0.2258,0.8158,39.9865,0.176,993.8023,1077.6869,916.4471,80.6199,67693.0336
0.2265,0.8154,40.3912,0.2011,1197.4021,1313.5772,1091.5017,111.0378,67902.888
0.2273,0.8148,40.097,0.2285,1045.6829,1161.7097,941.2444,110.2326,68142.7216
0.2282,0.8142,40.2236,0.1834,1108.4599,1206.1436,1018.6876,93.728,68412.5344
0.2287,0.8139,40.1604,0.3082,1076.6635,1240.8755,934.1827,153.3464,68562.4304
0.2293,0.8135,40.2229,0.2024,1108.1027,1216.3568,1009.483,103.4369,68742.3056
0.2298,0.8132,40.1351,0.1881,1064.192,1160.4681,975.9033,92.2824,68892.2016
0.2302,0.8129,40.1283,0.2274,1060.8647,1178.0095,955.3691,111.3202,69012.1184
0.2304,0.8127,40.3062,0.2601,1151.4365,1297.9615,1021.4526,138.2545,69072.0768
0.2308,0.8125,40.0717,0.2968,1033.5702,1184.9756,901.5101,141.7327,69191.9936
0.2309,0.8124,40.1049,0.2047,1049.4941,1153.2445,955.0775,99.0835,69221.9728
0.2309,0.8124,40.2958,0.2263,1145.935,1271.797,1032.5289,119.6341,69221.9728
0.2313,0.8122,40.3169,0.1898,1157.1243,1262.7884,1060.3016,101.2434,69341.8896
0.2316,0.8119,40.201,0.2269,1096.9833,1217.8147,988.1407,114.837,69431.8272
0.2316,0.8119,40.0875,0.2373,1041.1181,1161.3229,933.3553,113.9838,69431.8272
0.2321,0.8117,40.2045,0.1595,1098.7528,1182.5007,1020.9362,80.7822,69581.7232
0.2328,0.8111,39.8341,0.1809,926.4458,1006.9345,852.3909,77.2718,69791.5776
0.2337,0.8106,40.1857,0.2551,1089.2812,1225.0443,968.5637,128.2403,70061.3904
0.2338,0.8105,40.4148,0.1964,1210.4866,1325.0553,1105.824,109.6157,70091.3696
0.2339,0.8104,40.1788,0.2921,1085.8254,1242.1893,949.1442,146.5226,70121.3488
0.234,0.8104,40.1389,0.2141,1066.056,1176.5213,965.9624,105.2795,70151.328
0.2347,0.8099,40.1912,0.328,1092.0437,1270.1002,938.949,165.5756,70361.1824
0.2348,0.8098,40.2784,0.1677,1136.7894,1228.0629,1052.2996,87.8816,70391.1616
0.2349,0.8098,40.158,0.1832,1075.4742,1170.1685,988.4429,90.8628,70421.1408
0.2352,0.8096,40.1629,0.2752,1077.9038,1223.5192,949.6186,136.9503,70511.0784
0.2356,0.8093,40.2336,0.2142,1113.5764,1229.0241,1008.9731,110.0255,70630.9952
0.2364,0.8088,40.3805,0.1557,1191.5163,1280.1091,1109.0548,85.5272,70870.8288
0.2366,0.8087,40.2636,0.1567,1129.0677,1213.5716,1050.4481,81.5617,70930.7872
0.2366,0.8086,40.4674,0.1931,1240.1665,1355.5208,1134.6288,110.446,70930.7872
0.2369,0.8085,40.119,0.2367,1056.3309,1177.9591,947.2613,115.3489,71020.7248
0.2369,0.8085,40.2279,0.2102,1110.6571,1223.566,1008.1673,107.6994,71020.7248
0.2372,0.8083,40.2245,0.2039,1108.9194,1218.1187,1009.5095,104.3046,71110.6624
0.2375,0.8081,40.7365,0.3057,1403.7831,1616.0069,1219.4298,198.2885,71200.6
0.2379,0.8078,40.2317,0.1723,1112.6024,1204.4656,1027.7455,88.36,71320.5168
0.2395,0.8068,39.9059,0.2084,957.5909,1054.0514,869.9578,92.0468,71800.184
0.2398,0.8066,40.13,0.1808,1061.6956,1153.8708,976.8836,88.4936,71890.1216
0.2402,0.8063,40.3847,0.2642,1193.8232,1348.2959,1057.0482,145.6238,72010.0384
0.2409,0.8059,40.4016,0.1667,1203.1506,1299.1736,1114.2247,92.4744,72219.8928
0.2412,0.8057,40.3291,0.1307,1163.6436,1235.8074,1095.6938,70.0568,72309.8304
0.2415,0.8055,40.1214,0.1841,1057.4991,1151.0845,971.5224,89.7811,72399.768
0.2416,0.8054,40.172,0.2617,1082.4304,1221.0544,959.5442,130.7551,72429.7472
0.2422,0.805,40.564,0.2214,1296.582,1435.7248,1170.9242,132.4003,72609.6224
0.2428,0.8046,40.4217,0.2199,1214.3392,1343.7287,1097.4087,123.16,72789.4976
0.2428,0.8046,40.5734,0.2591,1302.2069,1467.2489,1155.7295,155.7597,72789.4976
0.2433,0.8043,40.2516,0.1431,1122.8455,1199.3413,1051.2287,74.0563,72939.3936
0.2435,0.8042,40.538,0.3063,1281.1501,1475.2431,1112.5932,181.325,72999.352
0.2441,0.8038,40.2956,0.2428,1145.8295,1281.3943,1024.6067,128.3938,73179.2272
0.2444,0.8036,40.2064,0.2217,1099.7146,1217.9257,992.977,112.4743,73269.1648
0.2446,0.8035,40.1263,0.1861,1059.8881,1154.7522,972.8171,90.9675,73329.1232
0.2451,0.8031,40.3336,0.2095,1166.0576,1284.188,1058.7938,112.6971,73479.0192
0.2452,0.8031,40.4957,0.1816,1256.4349,1366.0563,1155.6103,105.223,73508.9984
0.2455,0.8029,40.3582,0.2195,1179.3426,1304.7689,1065.9735,119.3977,73598.936
0.2459,0.8027,40.4318,0.1674,1220.0005,1317.7463,1129.5051,94.1206,73718.8528
0.2462,0.8025,40.3473,0.1494,1173.4376,1257.0229,1095.4102,80.8063,73808.7904
0.2465,0.8022,40.378,0.1714,1190.1453,1287.864,1099.8412,94.0114,73898.728
0.2466,0.8022,40.2829,0.2147,1139.1476,1257.5574,1031.8871,112.8351,73928.7072
0.2466,0.8022,40.3907,0.1552,1197.1264,1285.7899,1114.5768,85.6065,73928.7072
0.2471,0.8019,40.1983,0.1374,1095.6201,1167.2041,1028.4264,69.3889,74078.6032
0.2485,0.801,40.203,0.1772,1097.9941,1191.3353,1011.9662,89.6845,74498.312
0.2486,0.8009,40.4912,0.2159,1253.8339,1384.9235,1135.1525,124.8855,74528.2912
0.2486,0.8009,40.4276,0.1956,1217.6431,1332.4374,1112.7387,109.8493,74528.2912
0.2486,0.8009,40.3657,0.2616,1183.423,1334.9125,1049.1249,142.8938,74528.2912
0.2487,0.8009,40.3256,0.1783,1161.7696,1261.203,1070.1755,95.5138,74558.2704
0.249,0.8007,40.427,0.1806,1217.3067,1322.8902,1120.15,101.3701,74648.208
0.2491,0.8006,40.3167,0.1674,1157.0177,1249.7168,1071.1947,89.2611,74678.1872
0.2497,0.8002,40.6733,0.2206,1363.5153,1509.3196,1231.796,138.7618,74858.0624
0.2498,0.8001,40.2961,0.2068,1146.0934,1260.6055,1041.9834,109.3111,74888.0416
0.2499,0.8001,40.3915,0.1637,1197.5675,1291.3465,1110.5988,90.3739,74918.0208
0.2502,0.7999,40.5965,0.2245,1316.1337,1459.4829,1186.8641,136.3094,75007.9584
0.2502,0.7999,40.3764,0.2182,1189.2687,1314.9935,1075.5644,119.7146,75007.9584
0.2504,0.7997,40.4145,0.1796,1210.3194,1314.6895,1114.235,100.2273,75067.9168
0.2505,0.7997,40.5692,0.1887,1299.6907,1417.7022,1191.5026,113.0998,75097.896
0.2506,0.7996,40.3009,0.1883,1148.6296,1252.6663,1053.2333,99.7165,75127.8752
0.2509,0.7994,40.3873,0.2026,1195.2534,1312.1419,1088.7777,111.6821,75217.8128
0.252,0.7987,40.4698,0.2073,1241.538,1365.933,1128.4715,118.7307,75547.584
0.2526,0.7983,40.4622,0.1665,1237.2003,1335.7937,1145.8839,94.9549,75727.4592
0.2526,0.7983,40.4066,0.2591,1205.9242,1358.782,1070.2622,144.2599,75727.4592
0.2533,0.7979,40.3688,0.1571,1185.1136,1274.0017,1102.4274,85.7871,75937.3136
0.2536,0.7977,40.0303,0.2628,1014.0515,1144.5227,898.4535,123.0346,76027.2512
0.2541,0.7974,40.4546,0.1678,1232.8777,1331.9024,1141.2153,95.3435,76177.1472
0.2562,0.7961,40.6458,0.1942,1346.3563,1472.2962,1231.1892,120.5535,76806.7104
0.2562,0.7961,40.5593,0.2717,1293.7787,1466.206,1141.629,162.2885,76806.7104
0.2564,0.7959,40.3729,0.2073,1187.3534,1306.2984,1079.2389,113.5297,76866.6688
0.2568,0.7957,40.5023,0.2517,1260.2596,1415.1673,1122.3084,146.4295,76986.5856
0.2573,0.7953,40.5776,0.25,1304.7281,1463.9033,1162.8605,150.5214,77136.4816
0.2574,0.7953,40.4941,0.1936,1255.5095,1372.5912,1148.4149,112.0882,77166.4608
0.2577,0.7951,40.6088,0.2253,1323.6099,1468.3243,1193.1581,137.5831,77256.3984
0.2581,0.7948,40.528,0.2312,1275.2637,1418.544,1146.4555,136.0442,77376.3152
0.2586,0.7945,40.4663,0.2093,1239.5384,1364.9483,1125.6511,119.6486,77526.2112
0.2587,0.7945,40.51,0.1498,1264.7363,1355.0552,1180.4375,87.3089,77556.1904
0.259,0.7943,40.5418,0.1637,1283.394,1383.8844,1190.2007,96.8418,77646.128
0.2592,0.7942,40.2879,0.1786,1141.7736,1239.6543,1051.6214,94.0165,77706.0864
0.2592,0.7941,40.4255,0.1629,1216.4661,1311.2594,1128.5256,91.3669,77706.0864
0.2595,0.794,40.5238,0.2338,1272.7995,1417.5168,1142.8568,137.33,77796.024
0.2595,0.794,40.442,0.17,1225.7446,1325.5478,1133.4558,96.046,77796.024
0.2606,0.7933,40.5033,0.1713,1260.8401,1364.3243,1165.2052,99.5595,78125.7952
0.2609,0.7931,40.6128,0.1859,1326.0503,1444.596,1217.2327,113.6817,78215.7328
0.2614,0.7928,40.447,0.2075,1228.5703,1351.7775,1116.5927,117.5924,78365.6288
0.2616,0.7926,40.4182,0.2255,1212.3835,1345.0809,1092.7771,126.1519,78425.5872
0.2617,0.7926,40.6874,0.2589,1372.3978,1546.209,1218.1248,164.0421,78455.5664
0.2617,0.7926,40.681,0.2333,1368.3588,1523.5566,1228.9703,147.2931,78455.5664
0.2618,0.7926,40.392,0.226,1197.8433,1329.2461,1079.4303,124.9079,78485.5456
0.2618,0.7925,40.6935,0.2491,1376.2585,1543.566,1227.0854,158.2403,78485.5456
0.262,0.7924,40.7216,0.2169,1394.1837,1540.6309,1261.6573,139.4868,78545.504
0.263,0.7917,41.2641,0.5146,1789.8639,2268.5419,1412.1902,428.1758,78845.296
0.2632,0.7916,40.6388,0.1701,1342.0231,1451.3709,1240.9138,105.2286,78905.2544
0.2636,0.7914,40.3997,0.1773,1202.0983,1304.3946,1107.8246,98.285,79025.1712
0.2639,0.7912,40.5588,0.1677,1293.4808,1397.3358,1197.3447,99.9956,79115.1088
0.264,0.7912,40.3035,0.2058,1150.0057,1264.3537,1045.9993,109.1772,79145.088
0.2641,0.7911,40.6342,0.381,1339.1832,1596.06,1123.6493,236.2053,79175.0672
0.2642,0.791,40.5074,0.2385,1263.2229,1409.8438,1131.8503,138.9967,79205.0464
0.2646,0.7908,40.5153,0.198,1267.827,1388.8425,1157.3561,115.7432,79324.9632
0.2646,0.7907,40.6719,0.2565,1362.6364,1533.4683,1210.8357,161.3163,79324.9632
0.2658,0.79,40.6087,0.2197,1323.5489,1464.4873,1196.1741,134.1566,79684.7136
0.2658,0.79,40.3244,0.2061,1161.1277,1276.738,1055.9861,110.376,79684.7136
0.2664,0.7896,40.2901,0.265,1142.931,1291.2657,1011.6363,139.8147,79864.5888
0.267,0.7893,40.5463,0.2049,1286.0564,1413.3197,1170.2526,121.5335,80044.464
0.2679,0.7887,40.5103,0.2021,1264.9111,1388.267,1152.5161,117.8755,80314.2768
0.2682,0.7885,40.4623,0.232,1237.2572,1376.7928,1111.8633,132.4648,80404.2144
0.2686,0.7883,40.579,0.1911,1305.5695,1425.7008,1195.5606,115.0701,80524.1312
0.2686,0.7883,40.4553,0.2404,1233.2752,1377.656,1104.0257,136.8151,80524.1312
0.2689,0.7881,40.6039,0.2172,1320.6265,1459.5239,1194.9474,132.2882,80614.0688
0.2702,0.7873,40.6363,0.197,1340.479,1467.7781,1224.2204,121.7789,81003.7984
0.2702,0.7873,40.5089,0.1649,1264.0958,1363.8079,1171.674,96.0669,81003.7984
0.2706,0.787,40.5139,0.2093,1267.0099,1395.2178,1150.5831,122.3173,81123.7152
0.2709,0.7868,40.4887,0.1661,1252.3912,1351.963,1160.1528,95.9051,81213.6528
0.2714,0.7865,40.5677,0.1234,1298.7932,1374.7407,1227.0414,73.8497,81363.5488
0.2728,0.7857,40.5415,0.1732,1283.2167,1389.7625,1184.8392,102.4617,81783.2576
0.2735,0.7852,40.4721,0.2087,1242.8537,1368.224,1128.971,119.6265,81993.112
0.2746,0.7846,40.7399,0.2931,1405.9828,1609.1391,1228.4752,190.332,82322.8832
0.2751,0.7843,40.7769,0.2394,1430.1448,1596.8503,1280.8427,158.0038,82472.7792
0.2752,0.7842,40.5286,0.2419,1275.6161,1425.9129,1141.1612,142.3758,82502.7584
0.2759,0.7838,40.6631,0.2136,1357.1255,1497.3909,1229.9991,133.6959,82712.6128
0.2763,0.7835,40.6749,0.1801,1364.5203,1482.4915,1255.9368,113.2773,82832.5296
0.2767,0.7833,40.8504,0.2722,1479.3809,1676.9766,1305.0676,185.9545,82952.4464
0.2778,0.7826,40.6186,0.2447,1329.5969,1488.223,1187.8784,150.1723,83282.2176
0.2778,0.7826,40.9187,0.178,1526.6518,1657.0896,1406.4814,125.3041,83282.2176
0.2794,0.7816,40.7037,0.1643,1382.7383,1491.4442,1281.9556,104.7443,83761.8848
0.2799,0.7813,40.5056,0.1993,1262.1762,1383.5154,1151.4789,116.0182,83911.7808
0.28,0.7813,40.5664,0.1533,1298.0159,1392.9842,1209.5221,91.7311,83941.76
0.2806,0.7809,40.6663,0.1531,1359.1269,1458.4085,1266.6038,95.9024,84121.6352
0.2813,0.7804,40.6224,0.1748,1331.9257,1443.5526,1228.9307,107.3109,84331.4896
0.2821,0.78,40.5986,0.1666,1317.4071,1422.4788,1220.0966,101.1911,84571.3232
0.2827,0.7796,40.744,0.2974,1408.6399,1615.3662,1228.3694,193.4984,84751.1984
0.2834,0.7792,40.6596,0.1844,1354.9398,1475.0122,1244.6419,115.1852,84961.0528
0.2841,0.7788,40.5735,0.1541,1302.2669,1398.0632,1213.0346,92.5143,85170.9072
0.2845,0.7785,40.5431,0.1866,1284.1625,1399.3695,1178.4403,110.4646,85290.824
0.2845,0.7785,40.6919,0.2071,1375.2448,1512.8574,1250.1496,131.3539,85290.824
0.2848,0.7783,41.1135,0.3513,1669.9367,1963.2021,1420.4796,271.3612,85380.7616
0.2856,0.7779,40.7046,0.186,1383.3115,1507.0158,1269.7616,118.6271,85620.5952
0.2859,0.7777,40.671,0.1732,1362.0718,1475.167,1257.6471,108.76,85710.5328
0.2867,0.7772,40.6389,0.2175,1342.0849,1483.4804,1214.1664,134.657,85950.3664
0.2873,0.7768,40.5691,0.2504,1299.6308,1458.4764,1158.0854,150.1955,86130.2416
0.2876,0.7767,40.5379,0.2389,1281.0911,1430.0697,1147.6324,141.2186,86220.1792
0.2878,0.7765,40.8753,0.2272,1496.4424,1661.517,1347.7682,156.8744,86280.1376
0.2881,0.7763,40.7075,0.188,1385.1602,1510.4356,1270.2751,120.0802,86370.0752
0.2884,0.7761,40.749,0.1378,1411.8872,1504.4217,1325.0443,89.6887,86460.0128
0.2885,0.7761,40.7458,0.1654,1409.8081,1521.4014,1306.4001,107.5006,86489.992
0.2889,0.7758,40.9433,0.226,1544.0452,1713.4349,1391.4013,161.0168,86609.9088
0.289,0.7758,40.7428,0.2285,1407.8617,1564.0816,1267.245,148.4183,86639.888
0.2891,0.7758,40.6763,0.1681,1365.4003,1475.2662,1263.7163,105.7749,86669.8672
0.2891,0.7758,40.702,0.2772,1381.6562,1569.8017,1216.0606,176.8706,86669.8672
0.2895,0.7755,40.9765,0.2561,1567.8337,1764.0984,1393.4045,185.347,86789.784
0.29,0.7752,40.7393,0.2714,1405.5943,1592.7492,1240.431,176.1591,86939.68
0.2901,0.7751,40.7298,0.2345,1399.4584,1559.0448,1256.2076,151.4186,86969.6592
0.2905,0.7749,40.7861,0.2309,1436.2168,1597.3129,1291.3679,152.9725,87089.576
0.2912,0.7745,40.484,0.2191,1249.6834,1382.385,1129.7205,126.3322,87299.4304
0.2919,0.774,40.7606,0.1777,1419.4497,1540.4989,1307.9122,116.2933,87509.2848
0.292,0.774,40.7653,0.1722,1422.5253,1539.9258,1314.0751,112.9253,87539.264
0.2922,0.7739,40.7505,0.4837,1412.8628,1765.4101,1130.7182,317.3459,87599.2224
0.2922,0.7739,40.4229,0.2925,1215.0104,1390.1901,1061.9053,164.1424,87599.2224
0.2925,0.7737,40.6378,0.2288,1341.4052,1490.476,1207.2438,141.6161,87689.16
0.2926,0.7737,40.6952,0.2248,1377.3363,1527.5914,1241.8605,142.8655,87719.1392
0.2929,0.7734,40.7458,0.1743,1409.8081,1527.6378,1301.0668,113.2855,87809.0768
0.293,0.7734,40.8268,0.2036,1463.3897,1607.2047,1332.4435,137.3806,87839.056
0.2937,0.773,40.857,0.2048,1483.8842,1630.6727,1350.3091,140.1818,88048.9104
0.295,0.7722,40.762,0.1738,1420.3651,1538.7058,1311.1259,113.79,88438.64
0.2958,0.7717,41.0209,0.3079,1600.2211,1844.0071,1388.6647,227.6712,88678.4736
0.2959,0.7717,40.9989,0.1658,1584.0905,1709.7625,1467.6557,121.0534,88708.4528
0.2965,0.7713,40.9938,0.3661,1580.3745,1870.5564,1335.2088,267.6738,88888.328
0.2969,0.7711,40.6595,0.2026,1354.8774,1487.3877,1234.1723,126.6077,89008.2448
0.297,0.771,40.7505,0.2105,1412.8628,1556.6831,1282.33,137.1765,89038.224
0.2985,0.7701,41.2705,0.2327,1795.1469,1998.2333,1612.7008,192.7663,89487.912
